iteration,residual
494,2.69643e+93
495,5.16019e+93
496,6.4849e+93
497,1.24108e+94
498,1.55959e+94
499,2.98487e+94
500,3.75071e+94
501,7.17866e+94
502,9.02006e+94
503,1.72645e+95
504,2.1692e+95
505,4.15197e+95
506,5.21655e+95
507,9.98501e+95
508,1.25448e+96
509,2.40124e+96
510,3.01673e+96
511,5.7745e+96
512,7.25444e+96
513,1.38863e+97
514,1.74448e+97
515,3.33927e+97
516,4.19493e+97
517,8.02991e+97
518,1.00874e+98
519,1.93092e+98
520,2.42564e+98
521,4.64311e+98
522,5.83271e+98
523,1.11648e+99
524,1.40252e+99
525,2.68462e+99
526,3.37244e+99
527,6.45522e+99
528,8.10915e+99
529,1.55215e+100
530,1.94985e+100
531,3.73208e+100
532,4.6884e+100
533,8.97353e+100
534,1.12731e+101
535,2.1576e+101
536,2.71056e+101
537,5.18766e+101
538,6.51733e+101
539,1.24729e+102
540,1.56703e+102
541,2.9989e+102
542,3.76775e+102
543,7.21024e+102
544,9.05905e+102
545,1.73354e+103
546,2.17811e+103
547,4.16786e+103
548,5.2369e+103
549,1.00205e+104
550,1.25912e+104
551,2.40913e+104
552,3.02729e+104
553,5.79198e+104
554,7.27846e+104
555,1.39249e+105
556,1.74994e+105
557,3.34773e+105
558,4.20728e+105
559,8.04837e+105
560,1.01153e+106
561,1.93491e+106
562,2.43194e+106
563,4.6517e+106
564,5.84689e+106
565,1.1183e+107
566,1.40571e+107
567,2.68845e+107
568,3.37957e+107
569,6.46313e+107
570,8.12505e+107
571,1.55375e+108
572,1.95339e+108
573,3.73522e+108
574,4.69622e+108
575,8.97944e+108
576,1.12903e+109
577,2.15864e+109
578,2.71433e+109
579,5.18928e+109
580,6.52554e+109
581,1.24748e+110
582,1.5688e+110
583,2.99885e+110
584,3.77154e+110
585,7.20901e+110
586,9.06706e+110
587,1.73298e+111
588,2.17978e+111
589,4.16591e+111
590,5.24031e+111
591,1.00144e+112
592,1.2598e+112
593,2.40734e+112
594,3.02859e+112
595,5.78692e+112
596,7.28082e+112
597,1.39109e+113
598,1.75032e+113
599,3.34397e+113
600,4.2078e+113
601,8.03836e+113
602,1.01155e+114
603,1.93228e+114
604,2.43177e+114
605,4.64486e+114
606,5.84594e+114
607,1.11653e+115
608,1.40535e+115
609,2.68393e+115
610,3.37842e+115
611,6.45161e+115
612,8.1216e+115
613,1.55083e+116
614,1.9524e+116
615,3.72785e+116
616,4.69346e+116
617,8.96089e+116
618,1.12828e+117
619,2.15399e+117
620,2.71231e+117
621,5.17766e+117
622,6.5202e+117
623,1.24458e+118
624,1.5674e+118
625,2.99165e+118
626,3.76791e+118
627,7.19114e+118
628,9.05771e+118
629,1.72856e+119
630,2.17738e+119
631,4.15498e+119
632,5.23421e+119
633,9.9874e+119
634,1.25825e+120
635,2.40069e+120
636,3.02468e+120
637,5.77056e+120
638,7.27098e+120
639,1.38707e+121
640,1.74785e+121
641,3.3341e+121
642,4.20161e+121
643,8.01417e+121
644,1.01001e+122
645,1.92636e+122
646,2.42792e+122
647,4.63036e+122
648,5.83637e+122
649,1.11299e+123
650,1.40298e+123
651,2.67527e+123
652,3.37254e+123
653,6.43048e+123
654,8.10705e+123
655,1.54568e+124
656,1.9488e+124
657,3.71529e+124
658,4.68459e+124
659,8.9303e+124
660,1.1261e+125
661,2.14654e+125
662,2.70693e+125
663,5.15955e+125
664,6.50698e+125
665,1.24018e+126
666,1.56416e+126
667,2.98095e+126
668,3.75994e+126
669,7.16515e+126
670,9.03817e+126
671,1.72225e+127
672,2.1726e+127
673,4.13966e+127
674,5.22249e+127
675,9.95025e+127
676,1.25538e+128
677,2.39168e+128
678,3.01768e+128
679,5.74872e+128
680,7.25386e+128
681,1.38178e+129
682,1.74367e+129
683,3.32129e+129
684,4.19141e+129
685,7.98313e+129
686,1.00752e+130
687,1.91885e+130
688,2.42186e+130
689,4.61218e+130
690,5.82159e+130
691,1.10859e+131
692,1.39938e+131
693,2.66464e+131
694,3.36377e+131
695,6.40476e+131
696,8.08571e+131
697,1.53946e+132
698,1.94361e+132
699,3.70026e+132
700,4.67197e+132
701,8.89399e+132
702,1.12303e+133
703,2.13777e+133
704,2.69947e+133
705,5.13836e+133
706,6.48886e+133
707,1.23506e+134
708,1.55976e+134
709,2.9686e+134
710,3.74925e+134
711,7.13533e+134
712,9.01223e+134
713,1.71505e+135
714,2.1663e+135
715,4.1223e+135
716,5.20722e+135
717,9.90836e+135
718,1.25168e+136
719,2.38157e+136
720,3.00869e+136
721,5.72434e+136
722,7.23207e+136
723,1.3759e+137
724,1.73839e+137
725,3.30711e+137
726,4.17861e+137
727,7.94896e+137
728,1.00442e+138
729,1.91061e+138
730,2.41434e+138
731,4.59232e+138
732,5.8034e+138
733,1.10381e+139
734,1.39497e+139
735,2.6531e+139
736,3.35311e+139
737,6.37697e+139
738,8.05989e+139
739,1.53276e+140
740,1.93736e+140
741,3.68413e+140
742,4.65684e+140
743,8.85513e+140
744,1.11937e+141
745,2.12841e+141
746,2.69062e+141
747,5.11582e+141
748,6.46744e+141
749,1.22963e+142
750,1.55458e+142
751,2.95552e+142
752,3.73673e+142
753,7.10385e+142
754,8.98194e+142
755,1.70747e+143
756,2.15898e+143
757,4.10405e+143
758,5.18951e+143
759,9.86443e+143
760,1.2474e+144
761,2.371e+144
762,2.99835e+144
763,5.69889e+144
764,7.20707e+144
765,1.36978e+145
766,1.73235e+145
767,3.29237e+145
768,4.16401e+145
769,7.91348e+145
770,1.00089e+146
771,1.90207e+146
772,2.40582e+146
773,4.57178e+146
774,5.78281e+146
775,1.09886e+147
776,1.39e+147
777,2.64121e+147
778,3.3411e+147
779,6.34835e+147
780,8.03088e+147
781,1.52588e+148
782,1.93036e+148
783,3.66757e+148
784,4.63993e+148
785,8.81528e+148
786,1.11528e+149
787,2.11882e+149
788,2.68076e+149
789,5.09276e+149
790,6.44363e+149
791,1.22408e+150
792,1.54883e+150
793,2.94218e+150
794,3.72285e+150
795,7.07176e+150
796,8.94845e+150
797,1.69975e+151
798,2.1509e+151
799,4.08549e+151
800,5.17001e+151
801,9.81979e+151
802,1.24269e+152
803,-nan(ind)
804,-nan(ind)
805,-nan(ind)
806,-nan(ind)
807,-nan(ind)
808,-nan(ind)
809,-nan(ind)
810,-nan(ind)
811,-nan(ind)
812,-nan(ind)
813,-nan(ind)
814,-nan(ind)
815,-nan(ind)
816,-nan(ind)
817,-nan(ind)
818,-nan(ind)
819,-nan(ind)
820,-nan(ind)
821,-nan(ind)
822,-nan(ind)
823,-nan(ind)
824,-nan(ind)
825,-nan(ind)
826,-nan(ind)
827,-nan(ind)
828,-nan(ind)
829,-nan(ind)
830,-nan(ind)
831,-nan(ind)
832,-nan(ind)
833,-nan(ind)
834,-nan(ind)
835,-nan(ind)
836,-nan(ind)
837,-nan(ind)
838,-nan(ind)
839,-nan(ind)
840,-nan(ind)
841,-nan(ind)
842,-nan(ind)
843,-nan(ind)
844,-nan(ind)
845,-nan(ind)
846,-nan(ind)
847,-nan(ind)
848,-nan(ind)
849,-nan(ind)
850,-nan(ind)
851,-nan(ind)
852,-nan(ind)
853,-nan(ind)
854,-nan(ind)
855,-nan(ind)
856,-nan(ind)
857,-nan(ind)
858,-nan(ind)
859,-nan(ind)
860,-nan(ind)
861,-nan(ind)
862,-nan(ind)
863,-nan(ind)
864,-nan(ind)
865,-nan(ind)
866,-nan(ind)
867,-nan(ind)
868,-nan(ind)
869,-nan(ind)
870,-nan(ind)
871,-nan(ind)
872,-nan(ind)
873,-nan(ind)
874,-nan(ind)
875,-nan(ind)
876,-nan(ind)
877,-nan(ind)
878,-nan(ind)
879,-nan(ind)
880,-nan(ind)
881,-nan(ind)
882,-nan(ind)
883,-nan(ind)
884,-nan(ind)
885,-nan(ind)
886,-nan(ind)
887,-nan(ind)
888,-nan(ind)
889,-nan(ind)
890,-nan(ind)
891,-nan(ind)
892,-nan(ind)
893,-nan(ind)
894,-nan(ind)
895,-nan(ind)
896,-nan(ind)
897,-nan(ind)
898,-nan(ind)
899,-nan(ind)
900,-nan(ind)
901,-nan(ind)
902,-nan(ind)
903,-nan(ind)
904,-nan(ind)
905,-nan(ind)
906,-nan(ind)
907,-nan(ind)
908,-nan(ind)
909,-nan(ind)
910,-nan(ind)
911,-nan(ind)
912,-nan(ind)
913,-nan(ind)
914,-nan(ind)
915,-nan(ind)
916,-nan(ind)
917,-nan(ind)
918,-nan(ind)
919,-nan(ind)
920,-nan(ind)
921,-nan(ind)
922,-nan(ind)
923,-nan(ind)
924,-nan(ind)
925,-nan(ind)
926,-nan(ind)
927,-nan(ind)
928,-nan(ind)
929,-nan(ind)
930,-nan(ind)
931,-nan(ind)
932,-nan(ind)
933,-nan(ind)
934,-nan(ind)
935,-nan(ind)
936,-nan(ind)
937,-nan(ind)
938,-nan(ind)
939,-nan(ind)
940,-nan(ind)
941,-nan(ind)
942,-nan(ind)
943,-nan(ind)
944,-nan(ind)
945,-nan(ind)
946,-nan(ind)
947,-nan(ind)
948,-nan(ind)
949,-nan(ind)
950,-nan(ind)
951,-nan(ind)
952,-nan(ind)
953,-nan(ind)
954,-nan(ind)
955,-nan(ind)
956,-nan(ind)
957,-nan(ind)
958,-nan(ind)
959,-nan(ind)
960,-nan(ind)
961,-nan(ind)
962,-nan(ind)
963,-nan(ind)
964,-nan(ind)
965,-nan(ind)
966,-nan(ind)
967,-nan(ind)
968,-nan(ind)
969,-nan(ind)
970,-nan(ind)
971,-nan(ind)
972,-nan(ind)
973,-nan(ind)
974,-nan(ind)
975,-nan(ind)
976,-nan(ind)
977,-nan(ind)
978,-nan(ind)
979,-nan(ind)
980,-nan(ind)
981,-nan(ind)
982,-nan(ind)
983,-nan(ind)
984,-nan(ind)
985,-nan(ind)
986,-nan(ind)
987,-nan(ind)
988,-nan(ind)
989,-nan(ind)
990,-nan(ind)
991,-nan(ind)
992,-nan(ind)
993,-nan(ind)
994,-nan(ind)
995,-nan(ind)
996,-nan(ind)
997,-nan(ind)
998,-nan(ind)
999,-nan(ind)
1000,-nan(ind)
1001,-nan(ind)
1002,-nan(ind)
1003,-nan(ind)
1004,-nan(ind)
1005,-nan(ind)
1006,-nan(ind)
1007,-nan(ind)
1008,-nan(ind)
1009,-nan(ind)
1010,-nan(ind)
1011,-nan(ind)
1012,-nan(ind)
1013,-nan(ind)
1014,-nan(ind)
1015,-nan(ind)
1016,-nan(ind)
1017,-nan(ind)
1018,-nan(ind)
1019,-nan(ind)
1020,-nan(ind)
1021,-nan(ind)
1022,-nan(ind)
1023,-nan(ind)
1024,-nan(ind)
1025,-nan(ind)
1026,-nan(ind)
1027,-nan(ind)
1028,-nan(ind)
1029,-nan(ind)
1030,-nan(ind)
1031,-nan(ind)
1032,-nan(ind)
1033,-nan(ind)
1034,-nan(ind)
1035,-nan(ind)
1036,-nan(ind)
1037,-nan(ind)
1038,-nan(ind)
1039,-nan(ind)
1040,-nan(ind)
1041,-nan(ind)
1042,-nan(ind)
1043,-nan(ind)
1044,-nan(ind)
1045,-nan(ind)
1046,-nan(ind)
1047,-nan(ind)
1048,-nan(ind)
1049,-nan(ind)
1050,-nan(ind)
1051,-nan(ind)
1052,-nan(ind)
1053,-nan(ind)
1054,-nan(ind)
1055,-nan(ind)
1056,-nan(ind)
1057,-nan(ind)
1058,-nan(ind)
1059,-nan(ind)
1060,-nan(ind)
1061,-nan(ind)
1062,-nan(ind)
1063,-nan(ind)
1064,-nan(ind)
1065,-nan(ind)
1066,-nan(ind)
1067,-nan(ind)
1068,-nan(ind)
1069,-nan(ind)
1070,-nan(ind)
1071,-nan(ind)
1072,-nan(ind)
1073,-nan(ind)
1074,-nan(ind)
1075,-nan(ind)
1076,-nan(ind)
1077,-nan(ind)
1078,-nan(ind)
1079,-nan(ind)
1080,-nan(ind)
1081,-nan(ind)
1082,-nan(ind)
1083,-nan(ind)
1084,-nan(ind)
1085,-nan(ind)
1086,-nan(ind)
1087,-nan(ind)
1088,-nan(ind)
1089,-nan(ind)
1090,-nan(ind)
1091,-nan(ind)
1092,-nan(ind)
1093,-nan(ind)
1094,-nan(ind)
1095,-nan(ind)
1096,-nan(ind)
1097,-nan(ind)
1098,-nan(ind)
1099,-nan(ind)
1100,-nan(ind)
1101,-nan(ind)
1102,-nan(ind)
1103,-nan(ind)
1104,-nan(ind)
1105,-nan(ind)
1106,-nan(ind)
1107,-nan(ind)
1108,-nan(ind)
1109,-nan(ind)
1110,-nan(ind)
1111,-nan(ind)
1112,-nan(ind)
1113,-nan(ind)
1114,-nan(ind)
1115,-nan(ind)
1116,-nan(ind)
1117,-nan(ind)
1118,-nan(ind)
1119,-nan(ind)
1120,-nan(ind)
1121,-nan(ind)
1122,-nan(ind)
1123,-nan(ind)
1124,-nan(ind)
1125,-nan(ind)
1126,-nan(ind)
1127,-nan(ind)
1128,-nan(ind)
1129,-nan(ind)
1130,-nan(ind)
1131,-nan(ind)
1132,-nan(ind)
1133,-nan(ind)
1134,-nan(ind)
1135,-nan(ind)
1136,-nan(ind)
1137,-nan(ind)
1138,-nan(ind)
1139,-nan(ind)
1140,-nan(ind)
1141,-nan(ind)
1142,-nan(ind)
1143,-nan(ind)
1144,-nan(ind)
1145,-nan(ind)
1146,-nan(ind)
1147,-nan(ind)
1148,-nan(ind)
1149,-nan(ind)
1150,-nan(ind)
1151,-nan(ind)
1152,-nan(ind)
1153,-nan(ind)
1154,-nan(ind)
1155,-nan(ind)
1156,-nan(ind)
1157,-nan(ind)
1158,-nan(ind)
1159,-nan(ind)
1160,-nan(ind)
1161,-nan(ind)
1162,-nan(ind)
1163,-nan(ind)
1164,-nan(ind)
1165,-nan(ind)
1166,-nan(ind)
1167,-nan(ind)
1168,-nan(ind)
1169,-nan(ind)
1170,-nan(ind)
1171,-nan(ind)
1172,-nan(ind)
1173,-nan(ind)
1174,-nan(ind)
1175,-nan(ind)
1176,-nan(ind)
1177,-nan(ind)
1178,-nan(ind)
1179,-nan(ind)
1180,-nan(ind)
1181,-nan(ind)
1182,-nan(ind)
1183,-nan(ind)
1184,-nan(ind)
1185,-nan(ind)
1186,-nan(ind)
1187,-nan(ind)
1188,-nan(ind)
1189,-nan(ind)
1190,-nan(ind)
1191,-nan(ind)
1192,-nan(ind)
1193,-nan(ind)
1194,-nan(ind)
1195,-nan(ind)
1196,-nan(ind)
1197,-nan(ind)
1198,-nan(ind)
1199,-nan(ind)
1200,-nan(ind)
1201,-nan(ind)
1202,-nan(ind)
1203,-nan(ind)
1204,-nan(ind)
1205,-nan(ind)
1206,-nan(ind)
1207,-nan(ind)
1208,-nan(ind)
1209,-nan(ind)
1210,-nan(ind)
1211,-nan(ind)
1212,-nan(ind)
1213,-nan(ind)
1214,-nan(ind)
1215,-nan(ind)
1216,-nan(ind)
1217,-nan(ind)
1218,-nan(ind)
1219,-nan(ind)
1220,-nan(ind)
1221,-nan(ind)
1222,-nan(ind)
1223,-nan(ind)
1224,-nan(ind)
1225,-nan(ind)
1226,-nan(ind)
1227,-nan(ind)
1228,-nan(ind)
1229,-nan(ind)
1230,-nan(ind)
1231,-nan(ind)
1232,-nan(ind)
1233,-nan(ind)
1234,-nan(ind)
1235,-nan(ind)
1236,-nan(ind)
1237,-nan(ind)
1238,-nan(ind)
1239,-nan(ind)
1240,-nan(ind)
1241,-nan(ind)
1242,-nan(ind)
1243,-nan(ind)
1244,-nan(ind)
1245,-nan(ind)
1246,-nan(ind)
1247,-nan(ind)
1248,-nan(ind)
1249,-nan(ind)
1250,-nan(ind)
1251,-nan(ind)
1252,-nan(ind)
1253,-nan(ind)
1254,-nan(ind)
1255,-nan(ind)
1256,-nan(ind)
1257,-nan(ind)
1258,-nan(ind)
1259,-nan(ind)
1260,-nan(ind)
1261,-nan(ind)
1262,-nan(ind)
1263,-nan(ind)
1264,-nan(ind)
1265,-nan(ind)
1266,-nan(ind)
1267,-nan(ind)
1268,-nan(ind)
1269,-nan(ind)
1270,-nan(ind)
1271,-nan(ind)
1272,-nan(ind)
1273,-nan(ind)
1274,-nan(ind)
1275,-nan(ind)
1276,-nan(ind)
1277,-nan(ind)
1278,-nan(ind)
1279,-nan(ind)
1280,-nan(ind)
1281,-nan(ind)
1282,-nan(ind)
1283,-nan(ind)
1284,-nan(ind)
1285,-nan(ind)
1286,-nan(ind)
1287,-nan(ind)
1288,-nan(ind)
1289,-nan(ind)
1290,-nan(ind)
1291,-nan(ind)
1292,-nan(ind)
1293,-nan(ind)
1294,-nan(ind)
1295,-nan(ind)
1296,-nan(ind)
1297,-nan(ind)
1298,-nan(ind)
1299,-nan(ind)
1300,-nan(ind)
1301,-nan(ind)
1302,-nan(ind)
1303,-nan(ind)
1304,-nan(ind)
1305,-nan(ind)
1306,-nan(ind)
1307,-nan(ind)
1308,-nan(ind)
1309,-nan(ind)
1310,-nan(ind)
1311,-nan(ind)
1312,-nan(ind)
1313,-nan(ind)
1314,-nan(ind)
1315,-nan(ind)
1316,-nan(ind)
1317,-nan(ind)
1318,-nan(ind)
1319,-nan(ind)
1320,-nan(ind)
1321,-nan(ind)
1322,-nan(ind)
1323,-nan(ind)
1324,-nan(ind)
1325,-nan(ind)
1326,-nan(ind)
1327,-nan(ind)
1328,-nan(ind)
1329,-nan(ind)
1330,-nan(ind)
1331,-nan(ind)
1332,-nan(ind)
1333,-nan(ind)
1334,-nan(ind)
1335,-nan(ind)
1336,-nan(ind)
1337,-nan(ind)
1338,-nan(ind)
1339,-nan(ind)
1340,-nan(ind)
1341,-nan(ind)
1342,-nan(ind)
1343,-nan(ind)
1344,-nan(ind)
1345,-nan(ind)
1346,-nan(ind)
1347,-nan(ind)
1348,-nan(ind)
1349,-nan(ind)
1350,-nan(ind)
1351,-nan(ind)
1352,-nan(ind)
1353,-nan(ind)
1354,-nan(ind)
1355,-nan(ind)
1356,-nan(ind)
1357,-nan(ind)
1358,-nan(ind)
1359,-nan(ind)
1360,-nan(ind)
1361,-nan(ind)
1362,-nan(ind)
1363,-nan(ind)
1364,-nan(ind)
1365,-nan(ind)
1366,-nan(ind)
1367,-nan(ind)
1368,-nan(ind)
1369,-nan(ind)
1370,-nan(ind)
1371,-nan(ind)
1372,-nan(ind)
1373,-nan(ind)
