index,value
370,3.01427e-05
371,3.06257e-05
372,3.02024e-05
373,8.0926e-08
374,8.09883e-08
375,3.03882e-05
376,8.03789e-08
377,8.10899e-08
378,6.80533e-08
379,3.07005e-05
380,3.02733e-05
381,3.06272e-05
382,3.18172e-05
383,3.07221e-05
384,3.01709e-05
385,3.00883e-05
386,7.76345e-08
387,7.64305e-08
388,3.03798e-05
389,7.74557e-08
390,7.84213e-08
391,6.06764e-08
392,3.02184e-05
393,3.03128e-05
394,3.02935e-05
395,3.03907e-05
396,7.53142e-08
397,7.57704e-08
398,3.09846e-05
399,7.51788e-08
400,7.62024e-08
401,3.01865e-05
402,3.00784e-05
403,7.52109e-08
404,3.0389e-05
405,3.00345e-05
406,3.0353e-05
407,3.0237e-05
408,2.98863e-05
409,2.99532e-05
410,3.08605e-05
411,3.02559e-05
412,3.07428e-05
413,3.02959e-05
414,2.99243e-05
415,3.05666e-05
416,6.45555e-08
417,7.21782e-08
418,2.99746e-05
419,7.23464e-08
420,3.07751e-05
421,3.03843e-05
422,2.98747e-05
423,7.10563e-08
424,3.01819e-05
425,3.02851e-05
426,3.04181e-05
427,3.00737e-05
428,2.9916e-05
429,3.02079e-05
430,7.01772e-08
431,7.04003e-08
432,6.89279e-08
433,3.00038e-05
434,6.98487e-08
435,3.03221e-05
436,6.80096e-08
437,2.96257e-05
438,3.07295e-05
439,6.80403e-08
440,2.99622e-05
441,3.06256e-05
442,6.73357e-08
443,2.97357e-05
444,3.07822e-05
445,4.28031e-08
446,3.06185e-05
447,3.06241e-05
448,6.79829e-08
449,3.08579e-05
450,6.67083e-08
451,2.98939e-05
452,2.93778e-05
453,3.04992e-05
454,6.69902e-08
455,6.51404e-08
456,2.9831e-05
457,6.71413e-08
458,3.03369e-05
459,6.60894e-08
460,3.03906e-05
461,3.09844e-05
462,4.28908e-08
463,3.05367e-05
464,3.07336e-05
465,6.47089e-08
466,6.39122e-08
467,3.06452e-05
468,6.26247e-08
469,6.39675e-08
470,6.49107e-08
471,3.08086e-05
472,6.171e-08
473,3.0546e-05
474,3.03369e-05
475,3.02329e-05
476,2.9608e-05
477,3.05306e-05
478,5.38038e-08
479,3.04106e-05
480,3.0163e-05
481,3.0232e-05
482,3.02137e-05
483,2.98842e-05
484,3.02122e-05
485,3.03021e-05
486,6.22151e-08
487,6.1552e-08
488,3.00163e-05
489,6.11296e-08
490,6.1856e-08
491,3.07156e-05
492,3.06388e-05
493,2.93881e-05
494,3.0679e-05
495,6.15502e-08
496,5.20585e-08
497,3.05026e-05
498,3.02265e-05
499,3.02276e-05
500,2.96572e-05
501,2.97983e-05
502,3.05493e-05
503,3.03204e-05
504,6.0587e-08
505,2.98356e-05
506,3.00992e-05
507,2.99733e-05
508,3.00449e-05
509,2.96812e-05
510,3.00108e-05
511,3.08253e-05
512,2.97702e-05
513,3.12058e-05
514,3.08975e-05
515,3.00776e-05
516,5.79193e-08
517,6.00322e-08
518,3.01223e-05
519,5.75736e-08
520,5.95779e-08
521,3.02671e-05
522,2.93872e-05
523,3.08493e-05
524,3.01606e-05
525,2.95096e-05
526,2.99447e-05
527,3.0424e-05
528,2.9831e-05
529,3.02191e-05
530,3.00153e-05
531,3.17207e-05
532,5.43577e-08
533,2.91205e-05
534,3.17242e-05
535,5.41479e-08
536,2.87834e-05
537,3.10256e-05
538,2.98567e-05
539,5.51607e-08
540,3.06565e-05
541,2.99621e-05
542,4.85804e-08
543,3.0292e-05
544,5.44634e-08
545,5.43247e-08
546,2.93761e-05
547,2.98328e-05
548,2.9521e-05
549,3.00279e-05
550,5.2796e-08
551,5.51654e-08
552,5.4308e-08
553,3.04096e-05
554,5.45932e-08
555,3.06639e-05
556,3.01469e-05
557,3.03327e-05
558,5.4345e-08
559,2.98057e-05
560,3.07358e-05
561,3.05254e-05
562,2.9972e-05
563,3.08134e-05
564,2.97344e-05
565,3.03861e-05
566,2.98685e-05
567,3.0585e-05
568,3.9499e-08
569,3.06654e-05
570,3.16949e-05
571,5.36337e-08
572,5.20626e-08
573,3.09412e-05
574,5.45669e-08
575,5.21139e-08
576,3.06744e-05
577,2.99276e-05
578,3.05558e-05
579,3.05324e-05
580,3.03767e-05
581,5.4431e-08
582,2.97493e-05
583,3.27498e-08
584,3.0983e-05
585,3.08786e-05
586,5.20243e-08
587,5.37916e-08
588,3.08325e-05
589,3.04766e-05
590,2.97114e-05
591,2.92241e-05
592,3.05583e-05
593,3.00629e-05
594,5.00739e-08
595,2.97466e-05
596,2.98699e-05
597,3.03682e-05
598,3.04133e-05
599,2.96738e-05
600,3.0071e-05
